"#OTU ID	",Kingdom,Phylum,Class,Order,Family,Genus,,
"OTU0	",Bacteria,,,,,,,
"OTU1	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU2	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,
"OTU3	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU4	",Bacteria,Bacteroidetes,,,,,,
"OTU5	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU6	",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae 1,Geobacillus,
"OTU7	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU8	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU9	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU10	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU11	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU12	",Bacteria,,,,,,,
"OTU13	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU14	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU15	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU16	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU17	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU18	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU19	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU20	",Bacteria,Firmicutes,,,,,,
"OTU21	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU22	",Bacteria,,,,,,,
"OTU23	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU24	",Bacteria,Firmicutes,,,,,,
"OTU25	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,
"OTU26	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU27	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU28	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU29	",Bacteria,,,,,,,
"OTU30	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU31	",Bacteria,,,,,,,
"OTU32	",Bacteria,,,,,,,
"OTU33	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU34	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU35	",Bacteria,,,,,,,
"OTU36	",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,
"OTU37	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU38	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU39	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU40	",Bacteria,Firmicutes,,,,,,
"OTU41	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,
"OTU42	",Bacteria,,,,,,,
"OTU43	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae Incertae Sedis,,
"OTU44	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU45	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU46	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU47	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU48	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU49	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU50	",Bacteria,Bacteroidetes,,,,,,
"OTU51	",Bacteria,,,,,,,
"OTU52	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU53	",Bacteria,,,,,,,
"OTU54	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU55	",Bacteria,,,,,,,
"OTU56	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU57	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU58	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU59	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU60	",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,,
"OTU61	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU62	",Bacteria,,,,,,,
"OTU63	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU64	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU65	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU66	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU67	",Bacteria,Firmicutes,,,,,,
"OTU68	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU69	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU70	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU71	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU72	",Bacteria,,,,,,,
"OTU73	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU74	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU75	",Bacteria,,,,,,,
"OTU76	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU77	",Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae Sedis XIII,,,
"OTU78	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,
"OTU79	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU80	",Bacteria,,,,,,,
"OTU81	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU82	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU83	",Bacteria,Firmicutes,,,,,,
"OTU84	",Bacteria,,,,,,,
"OTU85	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU86	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU87	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,
"OTU88	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU89	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU90	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU91	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU92	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU93	",Bacteria,Bacteroidetes,,,,,,
"OTU94	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Frankineae,Geodermatophilaceae,Blastococcus
"OTU95	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU96	",Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,Gp6,,
"OTU97	",Bacteria,,,,,,,
"OTU98	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU99	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU100	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU101	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU102	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU103	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU104	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU105	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU106	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU107	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU108	",Bacteria,,,,,,,
"OTU109	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU110	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU111	",Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
"OTU112	",Bacteria,,,,,,,
"OTU113	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU114	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU115	",Bacteria,Firmicutes,,,,,,
"OTU116	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU117	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU118	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU119	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU120	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU121	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Prevotellaceae,,,
"OTU122	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU123	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU124	",Bacteria,Firmicutes,,,,,,
"OTU125	",Bacteria,,,,,,,
"OTU126	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU127	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU128	",Bacteria,,,,,,,
"OTU129	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU130	",Bacteria,,,,,,,
"OTU131	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Collinsella
"OTU132	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU133	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU134	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU135	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU136	",Bacteria,,,,,,,
"OTU137	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,
"OTU138	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU139	",Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae Sedis XIII,Anaerovorax,,
"OTU140	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU141	",Bacteria,,,,,,,
"OTU142	",Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,,,,
"OTU143	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU144	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU145	",Bacteria,,,,,,,
"OTU146	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU147	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU148	",Bacteria,Firmicutes,,,,,,
"OTU149	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU150	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU151	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU152	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU153	",Bacteria,,,,,,,
"OTU154	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU155	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae Incertae Sedis,,
"OTU156	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU157	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,
"OTU158	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU159	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Nocardioidaceae,Friedmanniella
"OTU160	",Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,
"OTU161	",Bacteria,Firmicutes,,,,,,
"OTU162	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU163	",Bacteria,,,,,,,
"OTU164	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU165	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae Incertae Sedis,,
"OTU166	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU167	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU168	",Bacteria,Firmicutes,,,,,,
"OTU169	",Bacteria,,,,,,,
"OTU170	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU171	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU172	",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,,
"OTU173	",Bacteria,,,,,,,
"OTU174	",Bacteria,,,,,,,
"OTU175	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU176	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU177	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU178	",Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Eggerthella
"OTU179	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU180	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU181	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU182	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU183	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,
"OTU184	",Bacteria,,,,,,,
"OTU185	",Bacteria,,,,,,,
"OTU186	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU187	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU188	",Bacteria,,,,,,,
"OTU189	",Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Incertae sedis 4,Odyssella,,
"OTU190	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU191	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Rikenellaceae,Alistipes,,
"OTU192	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU193	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU194	",Bacteria,,,,,,,
"OTU195	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU196	",Bacteria,,,,,,,
"OTU197	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU198	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU199	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,Clostridium,
"OTU200	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU201	",Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae Sedis XIII,Anaerovorax,,
"OTU202	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,
"OTU203	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU204	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU205	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU206	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU207	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,,
"OTU208	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU209	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU210	",Bacteria,Firmicutes,,,,,,
"OTU211	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU212	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU213	",Bacteria,,,,,,,
"OTU214	",Bacteria,Firmicutes,Bacilli,Bacillales,,,,
"OTU215	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU216	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU217	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU218	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU219	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU220	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU221	",Bacteria,Firmicutes,,,,,,
"OTU222	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU223	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU224	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU225	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU226	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU227	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU228	",Bacteria,Firmicutes,,,,,,
"OTU229	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU230	",Bacteria,Firmicutes,,,,,,
"OTU231	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,,
"OTU232	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU233	",Bacteria,Firmicutes,Bacilli,Bacillales,Incertae Sedis XI,Gemella,,
"OTU234	",Bacteria,,,,,,,
"OTU235	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
"OTU236	",Bacteria,,,,,,,
"OTU237	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU238	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,,
"OTU239	",Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,
"OTU240	",Bacteria,,,,,,,
"OTU241	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU242	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU243	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,
"OTU244	",Bacteria,,,,,,,
"OTU245	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae Incertae Sedis,,
"OTU246	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU247	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,,
"OTU248	",Bacteria,Bacteroidetes,,,,,,
"OTU249	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU250	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU251	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU252	",Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,
"OTU253	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU254	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,
"OTU255	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU256	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU257	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU258	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU259	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU260	",Bacteria,,,,,,,
"OTU261	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU262	",Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,,,
"OTU263	",Bacteria,Firmicutes,,,,,,
"OTU264	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU265	",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,
"OTU266	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU267	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU268	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU269	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU270	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU271	",Bacteria,,,,,,,
"OTU272	",Bacteria,Firmicutes,Clostridia,,,,,
"OTU273	",Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,Gp6,,
"OTU274	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU275	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,,
"OTU276	",Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,,,
"OTU277	",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,
"OTU278	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU279	",Bacteria,,,,,,,
"OTU280	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU281	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,,,,
"OTU282	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU283	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU284	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,
"OTU285	",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,
"OTU286	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU287	",Bacteria,,,,,,,
"OTU288	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,
"OTU289	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU290	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU291	",Bacteria,Bacteroidetes,,,,,,
"OTU292	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU293	",Bacteria,,,,,,,
"OTU294	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU295	",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae 1,,
"OTU296	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae Incertae Sedis,,
"OTU297	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU298	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU299	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,
"OTU300	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,
"OTU301	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU302	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU303	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Bacteroidaceae,Bacteroides,,
"OTU304	",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,,
"OTU305	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bryantella,,
"OTU306	",Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,,,
"OTU307	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU308	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU309	",Bacteria,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Parabacteroides,,
"OTU310	",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
"OTU311	",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,
"OTU312	",Bacteria,,,,,,,
"OTU313	",Bacteria,Firmicutes,,,,,,
"OTU314	",Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania,,
"OTU315	",Bacteria,Firmicutes,,,,,,
"OTU316	",Bacteria,,,,,,,
"OTU317	",Bacteria,Bacteroidetes,,,,,,
"OTU318	",Bacteria,Firmicutes,Clostridia,Clostridiales,,,,
"OTU319	",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae Incertae Sedis,,
